Review	Original	Predicted	NIST	BLEU	METEOR
o aparelho possui ótimo desempenho câmera e aparência só a tela que poderia ter melhor resolução no entanto estou satisfeito recebi rápido em casa recomendo 	gostei do desempenho 	 gostei do produto	1.0566416671474375	0.24028114141347542	0.625
a minha película veio amassada muito mais embalada veio em um dentro de um saquinho plástico e o saquinho preso em um pedaço de papelão não recomendo esse produto e gostaria de saber o que será feito pois não gastei dinheiro pra jogar fora não quero meu dinheiro de volta 	produto com defeito 	 bom	0.0	0	0.0
o produto é muito bom de otima qualidade recomendo para todos 	muito bom 	 ótimo produto	0.0	0	0.0
não gostei do produto muito pequeno parece de brinquedo 	ruim 	 não gostei	0.0	0	0.0
recomendo ótimo produto além de ser barato 	um ótimo produto 	 ótimo produto	0.7924812503605779	0.19180183554164504	0.6465517241379309
entrega no prazo perfeitos 	gostei do produto 	 gostei muito do produto	1.1887218755408673	0.1880301546543197	0.8243727598566307
tenho uma semana com ele e nao tenho do que reclamar esquentou um pouco qndo carreguei mas fora isso ótimo memoria ok rapidez fluidez tela tudo amei 	lg k power 	 ótimo custo benefício	0.0	0	0.0
cheiro maravilhoso marcante fixação ótima pena a dificuldade de encontrar e o preço alto poderia ao menos ser de ml 	maravilhoso 	 excelente	0.0	0	0.0
muito bom o produto e a qualidade do mesmo a entrega foi muito rápida e bem antes do prazo previsto 	power 	 excelente	0.0	0	0.0
fiz a compra dia com o prazo de entrega em dias úteis agora consta a informação de que o prazo para entrega é dia dias úteis a mais do que o prometido no ato da compra 	falta de compromisso 	 demora na entrega	0.0	0	0.0
atendeu todas as minhas expectativas muito top super recomendo porém faltou uma luz dentro para melhor visualização a noite 	excelente 	 ótimo produto	0.0	0	0.0
criado mudo pequeno se vc esta procurando algo grande esse n é o produto como eu queria algo pequeno fiquei mt satisfeita sao pequenos e muito lindos eu 	recomendo 	 muito bom	0.0	0	0.0
faltou o manual gostaria de receber se possivel 	faltou manual onde encontrar 	 produto com defeito	0.0	0	0.0
produto bom e tbm educativo recomendo valeu a pena ter comprado 	muito bom 	 gostei do produto	0.0	0	0.0
ate o momento nao tenho do que reclamar pois esta com pouco tempo de uso 	muito bom 	 bom	0.1319049988210938	0.06541924356118012	0.2631578947368421
gostei muito dos produtos da lola a entrega estava prevista para o dia e aconteceu hoje dia porém os produtos vazaram dentro da caixa primeira vez que isso acontece comigo e fiquei decepcionado pois parte do produto que é ótimo foi perdida infelizmente sugiro mais cuidado por parte da transportadora 	gostei do produto porém 	 gostei muito	0.1319049988210938	0.05501080739920602	0.13157894736842105
game assassins origins edição limitada ps chegou certinho e antes do prazo muito bom super recomendo 	game assassins creed edição limitada ps 	 excelente	0.0	0	0.0
comprei esse produto na loja eles me entregaram outro inferior sem nenhum contato cmg péssima loja com valor inferior ao q paguei 	péssima loja 	 produto errado	0.0	0	0.0
muito bom o celular desempenho atendeu minhas expectativas 	ótimo 	 ótimo produto	0.0	0.1495348781221221	0.45454545454545453
o celular muito bom recomendo a todos apesar de ser baixo o preço mais otmo 	o celular 	 muito bom	0.0	0	0.0
pessoal comprei esse produto é não me entregaram a nota fiscal estou na dúvida sobre a procedência do produto a fixação não é muito boa para um perfume que custa quase reais 	reclamação 	 não gostei do produto	0.0	0	0.0
aspirador barulhento e fraquinho entope fácil e muito frágil 	aspirador barulhento e fraquinho 	 bom	0.0	0	0.0
comprei dia achando que no dia do lançamento receberia o jogo pelo o calculo do frete era pra eu esta com o jogo hoje mais a nova previsão e para o dia definitivamente a ultima vez não vale a pena americanas online e sensacional mais nessa feio 	que furada a pré venda 	 não é original	0.0	0	0.0
recebi com grande atraso segundo informações em decorrência dos correios mas produto sem manual de instruções não sei como carregar nem colocar a bateria ainda não posso avaliar a qualidade do produto 	produto sem manual 	 não recebi o produto	0.3962406251802891	0.08034284189446518	0.16129032258064518
ótimo produto chegou antes do prazo em excelente estado recomendo 	muito bom 	 ótimo produto	0.0	0	0.0
não gostei pq a palavra da busca aparece toda separada em sílabas e tb pq a letra eh toda ela muito pequena isso fez com que ele perdesse o sentido da existência aqui em casa 	decepção 	 ótimo produto	0.0	0	0.0
comprei dia de dezembro hoje é de janeiro e nada a data para entrega era até de dezembro pois paguei pelo frete para chegar ate dis úteis e foi encaminhado um frete de dias úteis absurdo pois não me dão retorno algum 	não chegou ainda 	 não recebi o produto	0.3962406251802891	0.08034284189446518	0.16129032258064518
o produto é de excelente qualidade o sabor é bom mistura bem vale a pena comprar a previsão de entrega estourou 	ótimo produto atraso na entrega 	 gostei muito do produto	0.4705596416553929	0.06257106818159155	0.10204081632653061
americanas cada vez melhor nunca tive problemas com as minhas compras e sempre recebi antes do esperado adoro comprar na americanas com 	excelente compra 	 excelente	0.1319049988210938	0.06541924356118012	0.2631578947368421
minha encomenda não foi entregue no prazo e se passou umas semana depois do prazo e não foi entregue ainda gostaria de uma solução mais rápida e eficaz obrigada 	ruim 	 não recebi o produto	0.0	0	0.0
gostei muito e muito bom pode comprar por que voce nao vai se arrepender 	muito bom 	 maravilhoso	0.0	0	0.0
o aparelho não consegue efetuar nem duas recargas e já está descarregado onde está os amperes 	bateria descarrega rápido 	 produto com defeito	0.0	0	0.0
produto super hidratante deixa os fios maravilhosos 	maravilhoso 	 excelente livro	0.0	0	0.0
gostei do design do produto e de seu painel desligar quando não está sendo usado 	produto bonito 	 não gostei	0.0	0	0.0
um produto que tem um bom desenvolvimento e potência sem falar no corpo enorme 	ótima qualidade em suas funções 	 muito bom	0.0	0	0.0
muito bom o livro recomendo vale a pena a leitura 	gostei do livro 	 excelente	0.0	0	0.0
gostei muito do produto eu recomendo a compra aos demais clientes 	gostei muito do produto 	 excelente	0.0	0	0.0
até o momento não deu nenhum problema a unica coisa que não é como eles falam é a bateria ela só dura mais de um dia se o celular estiver no modo economia de energia 	muito bom 	 bom	0.1319049988210938	0.06541924356118012	0.2631578947368421
este brinquedo é muito bem acabado e bem articulado foi presente para minha filha ela adorou muitas aventuras e muitas brincadeiras dela e com toda a família a roupa e os sapatos são sob medida 	brinquedo e nostalgia 	 gostei muito do produto	0.0	0	0.0
excelentes produtos eu recomendo este produto entregue no prazo 	teclado e mouse sem fio 	 excelente	0.0	0	0.0
o produto é maravilhoso mas a compra foi um fracasso compra em de janeiro mas só recebí em de março mais de um mês depois absurdo não compro mais nesse site que pena 	ótimo 	 produto de qualidade	0.0	0	0.0
muito bom comprei para meu filho não terá mais problemas de memoria com celular sem contar que recebi rapidinho 	presente maravilhoso 	 muito bom	0.0	0	0.0
é tudo q eu esperava de uma tv k lg é ponta em tecnologia 	ótima tv 	 produto de qualidade	0.0	0	0.0
me interessei pelo produto mas não encontrei o tamanho e as medidas do produto preciso saber estas informações para ver se encaixa no meu espaço 	falta informações sobre o forno 	 não gostei	0.0	0	0.0
ele é fácil de manusear e o preço é acessível compraria dnovo 	recomendo 	 muito bom	0.0	0	0.0
máquina muito boa e silenciosa cabe bastante roupa toalhas edredom a centrífuga é boa também 	ótimo 	 ótimo produto	0.0	0.1495348781221221	0.45454545454545453
recomendo pra quem precisa usar fora de casa e para atividades escolares e de trabalho 	ótimo produto 	 muito bom	0.0	0	0.0
gostei muito do design do produto pois se mantem em pé sem precisar de suporte só achei que demorou um pouco pra aquecer talvez porque foi o primeiro uso 	muito útil 	 ótimo produto	0.0	0	0.0
recebi apenas o bebê conforto falta o carinho de bebê é o acento 	entrega incompleta 	 muito bom	0.0	0	0.0
eu comprei foi tudo certo com o produto e data de entrega ok 	uma tv muito boa 	 muito bom	0.1319049988210938	0.05501080739920602	0.13157894736842105
produto adquirido na loja virtual americanas chegou muito rápido e bem embalado 	gostei muito 	 excelente	0.0	0	0.0
otimo produto preço bom e entrega rápida super satisfeita 	vale a pena 	 ótimo produto	0.0	0	0.0
excelente recomendo pois chegou bem antes do prazo sem defeitos 	excelente 	 ótimo produto	0.0	0	0.0
o produto tem manual impreciso muito complexa a utilização para pessoas comuns o manual é em português mal traduzido do idioma de origem se soubesse não compraria o produto poucas informações na descrição no site 	informação do produto 	 não gostei	0.0	0	0.0
gostei muito desse tênis ele é bem leve e confortável para caminhadas e corridas 	muito confortável 	 muito bom	0.5	0.1495348781221221	0.25
a baby liss não recomendaria para ninguém agora a prancha é compra garantida já tinha esse produto e já sabia que era um ótimo produto 	prancha muito boa 	 gostei do produto	0.0	0	0.0
ele cumpre o que promete sem dizer que por dentro ele é cinza escuro e nao branco como o antigo que eu tinha grande um design impecável 	amei o produto 	 bom	0.0	0	0.0
recebi os produtos pago por boleto bancário dentro do prazo prometido e em perfeito estado 	satisfação total 	 muito bom	0.0	0	0.0
produto excelente atenção para a altura do suporte é algo em torno de cm mas é bem tranquilo fica numa altura boa 	ótimo produto 	 bom	0.0	0	0.0
produto muito bom superou espectativas cumpre todas especificações conforme anúncio 	excelente 	 ótimo produto	0.0	0	0.0
colchão ótimo atendeu minhas expectativas chegou no prazo densidade perfeita 	ótimo 	 ótimo produto	0.0	0.1495348781221221	0.45454545454545453
maquina perfeita para trabalharem com projetos pesados nao trava super recomendo 	maquina perfeita para 	 excelente	0.0	0	0.0
a pipoca sai zero gordura zero sal muito bom blá blá blá não tenho mais o que falar 	ótimo produto 	 preço muito bom	0.0	0	0.0
já conhecia métodos e esse atendeu perfeitamente expectativas 	gostei 	 ótimo produto	0.0	0	0.0
melhor teclado para iniciante amei custo benefício ideal 	recomendo 	 muito bom	0.0	0	0.0
excelente produto chegou antes do previsto embalagem resistente que protege o produto no transporte estou muito satisfeita recomendo 	gostei muitíssimo do produto e estou muito satisfeita 	 produto excelente	0.0004540840805919024	0.007444903200446295	0.06756756756756756
excelente produto agora o texto não é mais curto 	ótimo produto 	 muito bom	0.0	0	0.0
tive que utilizar em um pc onde teria certa dificuldade para levar os de rede e atendeu perfeitamente às minhas necessidades 	excelente produto 	 muito bom	0.0	0	0.0
boa qualidade do produto recomendo material bom 	gostei produto 	 gostei muito do produto	0.5	0.09554427922043669	0.45454545454545453
comprei o meu em junho de ate o momento não tive nada que o desabonasse para as minhas necessidades ele é perfeito pra quem não utiliza muita coisa super recomendo 	excelente produto 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
comprei para minha neta e não foi tão difícil a montagem meu marido que não é montador montou o perfeitamente 	gostei do produto 	 melhor custo benefício	0.0	0	0.0
gostei muito irei compra outra vez recomendo o prazo da entrega foi rápida 	kit da excelente 	 muito bom	0.0	0	0.0
adorei o produto material de otima qualidade e a entrega super rápida 	boa qualidade 	 excelente	0.0	0	0.0
bateria durável não trava sem falar no design muito lindo eu super indico este aparelho muito satisfeita 	aparelho excelente 	 amei o produto	0.0	0	0.0
minhas formas não chegaram mudaram o prazo e mesmo assim não chegou estou precisando delas 	não chegou ainda 	 produto não funciona	0.5283208335737187	0.11362193664674995	0.16666666666666666
superou minhas expectativas gostei muito dos aplicativos e da facilidade para utilizar além do tempo de uso da bateria que é show tela câmera etc tudo perfeito 	recomendo 	 excelente	0.0	0	0.0
parabéns pelo compromisso e qualidade de oferecer a nos clientes um bom atendimento e rápida entrega dos produtos 	gostei muito do produto 	 excelente	0.0	0	0.0
